epoch,train_loss,val_loss,train_acc,confident_pseudo_pixels,exam_acc,exam_f1,exam_kappa,exam_miou
1,0.17927100795837078,0.2008270728539284,0.7583222273576361,567784799,0.7490466775403407,0.643651967137095,0.6092798350821838,0.40678476958534493
2,0.17994134494592604,0.20599395811443416,0.7604352561321976,562933627,0.746760889142748,0.6321844612877284,0.6038154972280342,0.3985521002365655
3,0.17698017307121655,0.20695671647866262,0.763771976718033,561875255,0.7440139675532675,0.6158512151847396,0.597852929862595,0.3882364730574952
4,0.2454381594903392,0.21381922466889322,0.7680301381754682,557756205,0.7459801490247105,0.618485425217536,0.591865552105161,0.38852631149771744
5,0.3040079915453847,0.2363665675658649,0.7563889787825322,543458361,0.7195529297615377,0.6045822284616705,0.5497493732241198,0.37271848052443207
6,0.34140714378558473,0.24730843010687278,0.7431146439985847,551026090,0.7034912221947263,0.5504326137998923,0.5178571590280747,0.3360826577702135
7,0.32889185750709593,0.24581845778941122,0.7414662337671832,565959843,0.7008090502052551,0.5278901896689647,0.5039780075204947,0.32416464286772595
8,0.3327214401885331,0.26012894289112853,0.7438528899585971,572292819,0.7057301393920309,0.5284611433920385,0.5180935673219025,0.3287912997285362
9,0.326353090192131,0.26411709778996045,0.7386736868597183,569682450,0.6861478550907499,0.5024016018953016,0.47531263730506434,0.30728158854429183
