epoch,train_loss,val_loss,train_acc,exam_acc,exam_f1,exam_kappa,exam_miou
1,0.17197412770946283,0.20671451968990856,0.7360074966972597,0.70063914103984,0.5546236408630862,0.5173331697640295,0.3374521057176727
2,0.16462524491991545,0.21183024144840318,0.7468736669097736,0.6808860005475408,0.5511518778963884,0.510171868499167,0.3304351417050651
3,0.1529074466057323,0.21006074545788442,0.7634123108467954,0.6962298779731577,0.5390119906680503,0.502282445573295,0.3244360209171087
4,0.15473858898857962,0.19220277275384318,0.7631591347603593,0.6971329656676815,0.5487583988056912,0.499272987797968,0.3305303421738121
5,0.14763775024865125,0.2293489148813919,0.7681569768077016,0.6721058461833629,0.497699917852115,0.48734446419177213,0.30081842197427483
6,0.14228456291193897,0.20082499899647452,0.7768468988199901,0.7062244740615904,0.5758673075191563,0.5289243235566545,0.3512766494056123
7,0.1382769498772718,0.20533772941938258,0.7815645821462619,0.6989958655206854,0.5880111022264093,0.5087043193235841,0.3573697691763899
8,0.13320394877243685,0.19973672755225313,0.7931578356452186,0.7047413173598084,0.5786455266185551,0.5359972535937866,0.3539502620518169
9,0.12552813017690503,0.19802626080199673,0.802087376615322,0.700580130933529,0.5836362885738879,0.5251498922350122,0.3553222554911528
10,0.12021607815011127,0.19557591784996153,0.8138699692358479,0.7040534178262877,0.573988064052469,0.5209332100138415,0.34842755327106273
11,0.1193169293723799,0.1942848778487026,0.8155315072275948,0.7076283200995954,0.5892137233528275,0.5336936719272797,0.3606057934904092
12,0.12013469022270795,0.1926300389485471,0.8092997690418098,0.7074813409109321,0.585681685184477,0.5251172954525103,0.357136977223048
13,0.11090974419100864,0.1965350498112167,0.8225990489740084,0.7056540542932386,0.580919777799072,0.5196502037021585,0.35288799827833134
14,0.11089487794182591,0.19244071910731766,0.8226713097857855,0.7048486524759052,0.5866017558523763,0.5199826375785843,0.3564750167183377
15,0.11058089006188754,0.19427218260584397,0.8267020547210463,0.7056455872831363,0.5733979266181943,0.5160875048428433,0.3478106843076691
16,0.11086721242581671,0.19257009712981396,0.8260111018404921,0.708402454779889,0.5930178672974045,0.531966131051351,0.36274365801853853
17,0.11084483677168956,0.19208260508168404,0.8246688802956875,0.7096927618154057,0.5955345839314479,0.5383622227284242,0.3654289819669143
18,0.11590016572862058,0.19421073790626445,0.8210180640183408,0.7064197219634298,0.582589829384988,0.5210231905573813,0.3542521146685424
19,0.10804679257342138,0.1936973182093066,0.8343384035678151,0.7074820840261804,0.5894146219235783,0.5330373962831825,0.36062456143616756
20,0.10773506821007342,0.1933736055319713,0.8340552833380651,0.7066010533433459,0.5971145665515147,0.532721231089018,0.3652933733267641
21,0.10576191917061806,0.19122869324779146,0.8300737652581863,0.7099610489386992,0.5851950056009916,0.5303425632229062,0.3575002175302722
22,0.11295428693395208,0.19502754860536725,0.8243088924628814,0.7070365526568368,0.5841399427081967,0.5290660030054799,0.35653362895342394
23,0.11079033162142779,0.1912816164700629,0.8259525297799442,0.7104235368468911,0.5891401125570501,0.5305195108307704,0.3602089083201052
24,0.11026298113771386,0.1957779404901874,0.8267205476974665,0.7042988372667118,0.5743909812695175,0.5190819190637989,0.348611450232172
25,0.11440190844036438,0.19349903544826694,0.8231825978064566,0.7069251867034839,0.5825201202384098,0.5267601960817073,0.3549943330180067
