epoch,train_loss,val_loss,train_acc,exam_acc,exam_f1,exam_kappa,exam_miou
1,0.4854209967368231,0.4854209967368231,0.8081456199636764,0.8081456199636764,0.3201646634900462,0.3119039371917971,0.2473669009868627
2,0.47761916993405873,0.47761916993405873,0.7894320327403225,0.7894320327403225,0.23291440998225324,0.1482690483977639,0.18916116125618684
3,0.4727150841022101,0.4727150841022101,0.7754157114795376,0.7754157114795376,0.1879583280701969,0.03640597640227827,0.16178575042434512
4,0.4689526245467306,0.4689526245467306,0.7716774341277624,0.7716774341277624,0.17698972819646422,0.007510920569218205,0.15569468264138736
5,0.49119485396099843,0.49119485396099843,0.7708274456942185,0.7708274456942185,0.17449884570959576,0.0010380848012835342,0.15435205083615516
6,0.5118736606883252,0.5118736606883252,0.7706926617079215,0.7706926617079215,0.17411311667379673,3.611028594108223e-05,0.15414507607110453
7,0.5312528129989706,0.5312528129989706,0.7706886432682072,0.7706886432682072,0.1741011070470858,5.225702462752224e-06,0.15413866410504745
8,0.53107153755708,0.53107153755708,0.7706879287217088,0.7706879287217088,0.17409909814612723,0.0,0.15413758574434175
9,0.5303213893076566,0.5303213893076566,0.7706879287217088,0.7706879287217088,0.17409909814612723,0.0,0.15413758574434175
